row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
2,ABS COTTON LINE 16UN S/AB SUAVE,7898095298197,4.22,4.24,4.29,4.32,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.comercialsouzaatacado.com.br,https://www.comercialsouzaatacado.com.br/absorvente-cotton-line-c-16un-suave-sem-abas-cx-com-30-un-prd.html,https://www.comercialsouzaatacado.com.br/media/catalog/product/cache/1/image/800x/17f82f742ffe127f42dca9de82fb58b1/0/5/05315602901_39.jpg,ABSORVENTE COTTON LINE C/ 16UN SUAVE SEM ABAS - CX COM 30 UN | Comercial  Souza Atacado,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898095298197.webp,60352,800,800,2026-07-06T21:05:58
3,ABS COTTON LINE 8UN C/AB SUAVE,7898095297916,2.31,2.32,2.35,2.37,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.lojaslivia.com.br,https://www.lojaslivia.com.br/produto/absorvente-cotton-line-suave-8-unidades-com-abas-86777?srsltid=AfmBOorv4_rzTBYHXkeyNOhq91r-E4H3Cvw4eFfPryRgL4sDObL4QhFI,https://lojaslivia.fbitsstatic.net/img/p/absorvente-cotton-line-suave-8-unidades-com-abas-86777/271887.jpg?w=800&h=800&v=202501231556,Absorvente Cotton Line Suave 8 unidades Com Abas,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898095297916.webp,40342,800,800,2026-07-06T21:05:58
4,ABS GERIAT BIGFRAL PLUS 20UN REGULAR,7896012880531,13.12,13.19,13.34,13.43,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.farmaciasheroos.com.br,https://www.farmaciasheroos.com.br/absorvente-geriatrico-bigfral-regular-plus-20-unidades/p?srsltid=AfmBOoq5wjtI83cdqXpG1vzj9QIi2neOnvRVEG-6SwUDzsLWn3wtChvm,https://io.convertiez.com.br/m/farmaciasheroos/shop/products/images/92195/medium/absorvente-geriatrico-bigfral-regular-plus-20-unidades_52321.png,Abs Bigfral Plus Regular 20un,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896012880531.webp,23760,500,500,2026-07-06T21:05:58
5,DISPLAY ESMALTE RISQUE,7893596204005,54.73,55.0,55.66,56.04,REVISAR_SERPER,PENDENTE,Imagem encontrada via Serper; revisar visualmente antes de aprovar. score=144,serper:fulldisplay.com.br,https://fulldisplay.com.br/produto/display-risque/,https://fulldisplay.com.br/wp-content/uploads/2025/02/230122-Risque-Display-de-Balcao-A01-001-600x570.png,Display de Balcão – Risqué – Full Display,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7893596204005.webp,24722,600,570,2026-07-06T21:05:58
6,PALLET RECKITT BENCKISER,9990095666001,23.88,24.0,24.29,24.45,REVISAR_SERPER,PENDENTE,Imagem encontrada via Serper; revisar visualmente antes de aprovar. score=138,serper:www.perolaon.com.br,https://www.perolaon.com.br/m/100743/reckitt-benckiser,https://perola.agilecdn.com.br/7891035012204.jpg?v=345-2830743857,RECKITT BENCKISER | Pérola Online,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\9990095666001.webp,35074,1000,1000,2026-07-06T21:05:58
7,ABS ALWAYS 8UN S/AB SECA,7500435127264,3.56,3.58,3.62,3.65,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7500435127264.webp,50354,,,2026-07-06T18:33:56
8,ABS COTTON LINE 16UN C/AB SUAVE,7898095298180,4.32,4.34,4.39,4.42,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.comercialsouzaatacado.com.br,https://www.comercialsouzaatacado.com.br/absorvente-cotton-line-c-16un-suave-com-abas-cx-com-30-un-prd.html,https://www.comercialsouzaatacado.com.br/media/catalog/product/cache/1/image/800x/17f82f742ffe127f42dca9de82fb58b1/0/5/05315601901_38.jpg,ABSORVENTE COTTON LINE C/ 16UN SUAVE COM ABAS - CX COM 30 UN | Comercial  Souza Atacado,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898095298180.webp,55274,800,800,2026-07-06T21:05:58
8,ABS COTTON LINE 8UN S/AB SUAVE,7898095297930,2.18,2.19,2.22,2.23,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7898095297930-abs-cotton-line-suave-8un,https://cdn-cosmos.bluesoft.com.br/products/7898095297930,ABS COTTON LINE SUAVE 8UN - GTIN/EAN/UPC 7898095297930 - Cadastro de Produto  com Tributação e NCM - Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898095297930.webp,47658,2953,2598,2026-07-06T21:05:58
9,ABS GERIAT GERIAMAX 20UN SUPER,7896064487016,15.73,15.81,16.0,16.11,REVISAR_SERPER,PENDENTE,Imagem encontrada via Serper; revisar visualmente antes de aprovar. score=156,serper:www.distribuidoraalvo.com.br,https://www.distribuidoraalvo.com.br/absorvente-geriamax-com-20un-1514-1,https://alvocosmeticos.agilecdn.com.br/1514.png,ABSORVENTE GERIAMAX COM 20UN | Alvo Cosméticos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896064487016.webp,20764,560,560,2026-07-06T21:05:58
10,ABS INTERNO INTIMUS 8UN MINI,7896007541850,7.16,7.2,7.28,7.33,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.ciganabeleza.com.br,https://www.ciganabeleza.com.br/products/absorvente-interno-intimus-gel-mini-8un?srsltid=AfmBOoro4g21h4mNAZXbdI2rdsUDWKVV8BYa4YQteIyrankWFgfs3yxs,https://www.ciganabeleza.com.br/cdn/shop/files/absorvente-interno-intimus-gel-mini-8un-1194_15457_eaf6373a-89db-4390-953f-cd7a2f5f2c00.png?v=1767833154&width=3840,Intimus Absorvente Interno Mini 8 Unidades,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007541850.webp,45730,1000,1000,2026-07-06T21:05:58
11,ABS INTERNO OB L10 P8UN MEDIO,7891010886547,8.55,8.59,8.7,8.76,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010886547.webp,20204,,,2026-07-06T18:33:56
12,ABS INTIMUS 16UN L+ P- C/AB SUAVE,7896007545094,7.22,7.26,7.34,7.39,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.redemix.com.br,https://www.redemix.com.br/7896007545094absorvente-intimus-tripla-protecao-cobertura-suave-com-abas-16-unidades/p,https://redemix.vteximg.com.br/arquivos/ids/211843-1000-1000/7896007545094.jpg?v=638350615888270000,ABSORVENTE INTIMUS TRIPLA PROTEÇÃO COBERTURA SUAVE COM ABAS 16 UNIDADES -  redemix,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007545094.webp,47878,1000,1000,2026-07-06T21:05:58
13,ABS INTIMUS 8UN C/AB SECA,7896007540631,3.97,3.99,4.04,4.07,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.redemix.com.br,https://www.redemix.com.br/7896007540631absorvente-intimus-gel-sc-c-ab-8un/p,https://redemix.vteximg.com.br/arquivos/ids/223195-1000-1000/711xc4LoWmL._AC_SX569_.png?v=638877435781930000,ABSORVENTE INTIMUS GEL SC C AB 8UN - redemix,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007540631.webp,50932,1000,1000,2026-07-06T21:05:58
14,ABS INTIMUS 8UN S/AB SUAVE,7896007540600,3.97,3.99,4.04,4.07,REVISAR_SERPER,PENDENTE,Imagem encontrada via Serper; revisar visualmente antes de aprovar. score=162,serper:www.goiasatacado.com.br,https://www.goiasatacado.com.br/absorvente-intimus-gel-suave-sem-abas-8un-48155-1,https://goiasatacado.agilecdn.com.br/48155_1.jpg,ABSORVENTE INTIMUS GEL SUAVE SEM ABAS 8UN | Goiás Atacado Distribuidor,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007540600.webp,51342,720,826,2026-07-06T21:05:58
15,ABS INTIMUS NOT 30UN L+ P- C/AB SUAVE,7896007550890,18.5,18.59,18.81,18.94,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.redemix.com.br,https://www.redemix.com.br/7896007550890absorvente-intimus-noturno-cobertura-suave-com-abas-30-unidades/p,https://redemix.vteximg.com.br/arquivos/ids/211871-1000-1000/7896007550890.jpg?v=638350616016200000,ABSORVENTE INTIMUS NOTURNO COBERTURA SUAVE COM ABAS 30 UNIDADES - redemix,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007550890.webp,45798,1000,1000,2026-07-06T21:05:58
16,ABS PROT DIARIO CAREFREE 15UN PROTECAO C/PERFUME,7891010087722,6.56,6.59,6.67,6.72,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010087722.webp,41720,,,2026-07-06T18:34:24
17,ABS PROT DIARIO CAREFREE 15UN TODO DIA S/PERFUME,7891010087807,6.56,6.59,6.67,6.72,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010087807.webp,41720,,,2026-07-06T18:34:24
18,ABS PROT DIARIO CAREFREE 40UN C/PERFUME,7891010009618,12.33,12.39,12.54,12.63,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010009618.webp,40132,,,2026-07-06T18:34:24
19,ABS PROT DIARIO CAREFREE 40UN S/PERFUME,7891010875596,12.33,12.39,12.54,12.63,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010875596.webp,40132,,,2026-07-06T18:34:24
20,ABS PROT DIARIO CAREFREE 40UN TODO DIA S/PERFUME,7891010039783,12.33,12.39,12.54,12.63,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010039783.webp,40132,,,2026-07-06T18:34:24
21,ABS PROT DIARIO INTIMUS 15UN CUIDADO DIARIO,7896007540259,4.33,4.35,4.4,4.43,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7896007540259-protetor-diario-sem-abas-intimus-cuidado-diario-pacote-15-unidades,https://cdn-cosmos.bluesoft.com.br/products/7896007540259,PROTETOR DIÁRIO SEM ABAS INTIMUS CUIDADO DIÁRIO PACOTE 15 UNIDADES -  GTIN/EAN/UPC 7896007540259 - Cadastro de Produto com Tributação e NCM -  Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007540259.webp,55598,780,780,2026-07-06T21:05:58
22,ABS PROT DIARIO INTIMUS 40UN L+ P- ANTIBACTERIANA,7896007550548,9.25,9.3,9.41,9.47,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:maxxieconomica.com,https://maxxieconomica.com/detalhe-produto/protetor-dia-intimus-antibac-40un,https://maxxieconomica.com/storage/photos/1/Products/ean/7896007550548.jpg,Protetor Diário Intimus Antibacteriana 40 Unidades,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007550548.webp,49162,1000,1000,2026-07-06T21:05:58
23,ABS PROT DIARIO SYM 15UN C/PERFUME,7896110007502,3.24,3.26,3.3,3.32,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110007502.webp,50812,,,2026-07-06T18:34:24
24,ABS PROT DIARIO SYM 15UN S/PERFUME,7896110007496,3.24,3.26,3.3,3.32,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110007496.webp,50812,,,2026-07-06T18:34:24
25,ABS PROT DIARIO SYM L40 P35UN S/PERFUME,7896110007557,7.46,7.5,7.59,7.64,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110007557.webp,57008,,,2026-07-06T18:34:24
26,ABS SEMPRE LIVRE ADAPT 8UN C/AB SUAVE,7891010503024,3.74,3.76,3.8,3.83,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010503024.webp,50386,,,2026-07-06T18:34:24
27,ABS SEMPRE LIVRE ADAPT 8UN S/AB SUAVE,7891010503031,3.74,3.76,3.8,3.83,OK_DESTRO,OK_AUTO,Imagem encontrada na Destro com boa correspondencia de nome.,destromacro.com.br,https://www.destromacro.com.br/produto/absorvente-sempre-livre-adapt-suave-com-abas-8-unidades-72393,https://destro.fbitsstatic.net/img/p/absorvente-sempre-livre-adapt-suave-com-abas-8-unidades-72393/258929-1.jpg?w=900&h=900&v=202504151413&qs=ignore,Absorvente Sempre Livre Adapt Suave Com Abas 8 unidades,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891010503031.webp,37750,900,900,2026-07-06T18:34:53
28,ABS SEMPRE LIVRE ADAPT PLUS 16UN L+ P- C/AB SUAVE,7891010579616,8.66,8.7,8.81,8.87,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010579616.webp,26272,,,2026-07-06T18:34:26
29,ABS SEMPRE LIVRE ADAPT PLUS 32UN L+ P- C/AB SUAVE,7891010704780,14.79,14.86,15.04,15.14,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.promofarma.com.br,https://www.promofarma.com.br/absorvente-sempre-livre-adapt-plus-suave-com-abas-32-unidades-1072004/p?srsltid=AfmBOopI-KuKRd19_SXNrlmRGbQEaY0C5oX1GrZRzRTEVFwqCplpBIGi,https://promofarma.vtexassets.com/arquivos/ids/165808/7891010704780.jpg?v=637952064336400000,Absorvente Sempre Livre Adapt Plus - Com Abas / Suave / 32 Unidades,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891010704780.webp,44920,1000,1000,2026-07-06T21:05:58
29,ABS SEMPRE LIVRE ADAPT L8 P7UN C/AB SUAVE,7891010973483,3.24,3.26,3.3,3.32,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010973483.webp,50386,,,2026-07-06T19:06:32
30,ABS SEMPRE LIVRE ADAPT PLUS 8UN C/AB SUAVE,7891010031633,4.57,4.59,4.65,4.68,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891010031633.webp,50976,,,2026-07-06T18:34:27
31,ABS SEMPRE LIVRE NOITE DIA 8UN C/AB SUAVE,7891010035631,7.22,7.26,7.34,7.39,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.farmaciaindiana.com.br,https://www.farmaciaindiana.com.br/absorvente-sempre-livre-adapt-plus-noite-e-dia-suave-com-abas-8un-/p?srsltid=AfmBOookiNSy9MQ6SIM3YPL7k-XvfQlRFVmGr-mupgycnkEWXGShyO47,https://farmaciaindiana.vtexassets.com/arquivos/ids/383474-800-1067?v=639090184821070000&width=800&height=1067&aspect=true,Absorvente Externo Conforto Noturno Suave Sempre Livre 8 Unidades,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891010035631.webp,39954,800,1067,2026-07-06T21:05:58
32,ABS SYM 16UN L+ P- C/AB SECA,7896110008363,4.87,4.89,4.95,4.99,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110008363.webp,57098,,,2026-07-06T18:34:27
33,ABS SYM 16UN L+ P- C/AB SUAVE,7896110008042,4.87,4.89,4.95,4.99,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110008042.webp,58944,,,2026-07-06T18:34:27
34,ABS SYM 30UN L+ P- C/AB SECA,7896110011721,8.95,8.99,9.1,9.16,REVISAR_SERPER,PENDENTE,Imagem encontrada via Serper; revisar visualmente antes de aprovar. score=144,serper:www.epocacosmeticos.com.br,https://www.epocacosmeticos.com.br/absorvente-sym-seca-com-abas-30-unidades-147497/p,https://epocacosmeticos.vteximg.com.br/arquivos/ids/1127433-800-800/17585798751822.jpg?v=638960776962700000,Absorvente Sym Seca Com Abas 30 Unidades 1Un,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110011721.webp,47320,800,800,2026-07-06T21:05:58
35,ABS SYM 30UN L+ P- C/AB SUAVE,7896110011714,8.95,8.99,9.1,9.16,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.farmaciabrito.com.br,https://www.farmaciabrito.com.br/abs-sym-total-protect-30un-suave-cabas-lp-/p,https://io.convertiez.com.br/m/farmaciabrito/shop/products/images/95474/medium/abs-sym-total-protect-30un-suave-cabas-lp-_3762.png,ABSORVENTE SYM TOTAL PROTECT 30UN SUAVE C/ABAS L+P-,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110011714.webp,17394,500,500,2026-07-06T21:05:58
36,ABS SYM 8UN C/AB SECA,7896110003863,2.36,2.37,2.4,2.42,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110003863.webp,57098,,,2026-07-06T18:34:27
37,ABS SYM 8UN C/AB SUAVE,7896110002248,2.36,2.37,2.4,2.42,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110002248.webp,75954,,,2026-07-06T18:34:27
38,ABS SYM NOITE E DIA 16UN L+ P- C/AB SUAVE,7896110094625,7.42,7.46,7.55,7.6,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7896110094625-absorvente-com-abas-noite-e-dia-total-protect-suave-sym-pacote-16-unidades-leve-mais-pague-menos,https://cdn-cosmos.bluesoft.com.br/products/7896110094625,ABSORVENTE COM ABAS NOITE E DIA TOTAL PROTECT SUAVE SYM PACOTE 16 UNIDADES  LEVE MAIS PAGUE MENOS - GTIN/EAN/UPC 7896110094625 - Cadastro de Produto  com Tributação e NCM - Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110094625.webp,23564,600,600,2026-07-06T21:05:58
39,ABS SYM NOITE E DIA 30UN L+ P- C/AB SUAVE,7896110010748,13.19,13.26,13.41,13.51,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.farmaciabrito.com.br,https://www.farmaciabrito.com.br/abs-sym-noite-e-dia-suave-cabas-lp-30un/p,https://io.convertiez.com.br/m/farmaciabrito/shop/products/images/91958/medium/abs-sym-noite-e-dia-suave-cabas-lp-30un_8860.png,ABSORVENTE SYM NOITE E DIA SUAVE C/ABAS L+P- 30UN,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110010748.webp,32008,500,500,2026-07-06T21:05:58
40,ABS SYM NOITE E DIA 8UN C/AB SUAVE,7896110003740,3.84,3.86,3.91,3.93,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.alexfarma.com.br,https://www.alexfarma.com.br/abs-sym-suave-c-abas-noite-dia-8und/p?srsltid=AfmBOorUV0yXv9fFyJVRrdSDr3OBI2QMaHDT2R7ofKijgEhPG5UdcpHn,https://alexfarma.vteximg.com.br/arquivos/ids/157726-1000-1000/ABS-SYM-SUAVE-COM-ABAS-NOITE-DIA-8UND-min.jpg?v=637961800591270000,ABS SYM SUAVE C/ABAS NOITE DIA 8UND - alexfarma,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110003740.webp,70124,1000,1000,2026-07-06T21:05:58
41,ACENDEDOR BIC EZ REACH BANDEJA C/20,3086123727373,151.19,151.95,153.76,154.82,OK_DESTRO,OK_AUTO,Imagem encontrada na Destro com boa correspondencia de nome.,destromacro.com.br,https://www.destromacro.com.br/produto/isqueiro-bic-acendedor-ez-reach-bandeja-1un-87928,https://destro.fbitsstatic.net/img/p/isqueiro-bic-acendedor-ez-reach-bandeja-1un-87928/274925.jpg?w=900&h=900&v=202501231555&qs=ignore,Isqueiro BIC Acendedor EZ Reach Bandeja 1Un,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\3086123727373.webp,38506,900,900,2026-07-06T18:35:12
42,ACENDEDOR FIAT LUX 420G GEL,7896007939039,9.05,9.1,9.2,9.27,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7896007939039-acendedor-gel-80-inpm-fiat-lux-squeeze-420g,https://cdn-cosmos.bluesoft.com.br/products/7896007932030,ACENDEDOR GEL 80° INPM FIAT LUX SQUEEZE 420G - GTIN/EAN/UPC 7896007939039 -  Cadastro de Produto com Tributação e NCM - Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007939039.webp,10282,500,500,2026-07-06T21:05:58
43,ACENDEDOR FIAT LUX BASTAO 10UN,7896007932931,8.28,8.32,8.42,8.48,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7896007932931-acendedor-bastao-fiat-lux-caixa-10-unidades,https://cdn-cosmos.bluesoft.com.br/products/7896007932931,ACENDEDOR BASTÃO FIAT LUX CAIXA 10 UNIDADES - GTIN/EAN/UPC 7896007932931 -  Cadastro de Produto com Tributação e NCM - Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007932931.webp,7926,235,235,2026-07-06T21:05:58
44,ACENDEDOR FIAT LUX SOLIDO PASTILHA C/4,7896007932030,8.73,8.77,8.88,8.94,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:cosmos.bluesoft.com.br,https://cosmos.bluesoft.com.br/produtos/7896007932030-acendedor-pastilha-fiat-lux-pote-90g-4-unidades,https://cdn-cosmos.bluesoft.com.br/products/7896007932030,ACENDEDOR PASTILHA FIAT LUX POTE 90G 4 UNIDADES - GTIN/EAN/UPC 7896007932030  - Cadastro de Produto com Tributação e NCM - Cosmos,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896007932030.webp,10282,500,500,2026-07-06T21:05:58
44,ACENDEDOR BIC HANDY,7501843501707,12.07,12.13,12.28,12.36,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.brazzbrazz.com.br,https://www.brazzbrazz.com.br/acendedor-handy-multiuso-maxi-bic-135623-7501843501707?srsltid=AfmBOor-22cPtN_lqIUvgVAuENlUPL0655HlUQGmZF5I1lAxqCzimhHX,https://images.tcdn.com.br/img/img_prod/1384213/acendedor_handy_multiuso_maxi_bic_19621_2_7ebe034ad6271a628a602b8aab175cda.jpg,Acendedor Handy Multiuso Maxi - Bic,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7501843501707.webp,38364,1000,1000,2026-07-06T21:05:58
45,ACENDEDOR PARANA BASTAO 5UN,7896080900889,3.61,3.63,3.67,3.7,EXISTENTE_GLOBAL,PENDENTE,Imagem ja existia no banco local; download descartado.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896080900889.webp,47936,,,2026-07-06T18:34:54
46,ACENDEDOR SAFRA 425G GEL,7898944856127,4.96,4.98,5.04,5.08,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.alcoolsafra.com.br,https://www.alcoolsafra.com.br/produto/alcool-safra-gel-80-inpm-acendedor-425g/,https://www.alcoolsafra.com.br/wp-content/uploads/2024/04/mkp_acendedor_gel_80_425g_back_bco.png,Álcool Safra Gel 80° INPM Acendedor – 425g - Álcool Safra,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898944856127.webp,26546,922,1912,2026-07-06T21:05:58
47,ACENDEDOR ZULU 420G. GEL,7896090704644,6.12,6.15,6.22,6.27,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.diadistribuicao.com.br,https://www.diadistribuicao.com.br/alcool-gel-80-inpm-acendedor-zulu-420g-26847-1,https://diadistribuicao.agilecdn.com.br/26847_1.jpg?v=134-2444264354,Alcool Gel 80° INPM Acendedor Zulu 420g,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896090704644.webp,13450,720,720,2026-07-06T21:05:58
48,ACETONA REMOVEDOR BEIRA ALTA 90ML.,7896213306076,2.02,2.03,2.05,2.07,OK_SERPER,OK_AUTO,Imagem encontrada via Serper com alta correspondencia textual.,serper:www.comercialsouzaatacado.com.br,https://www.comercialsouzaatacado.com.br/perfumaria/acetona-removedor-de-esmaltes-beira-alta-90ml-cx-com-24-un-prd.html,https://www.comercialsouzaatacado.com.br/media/catalog/product/cache/1/image/800x/17f82f742ffe127f42dca9de82fb58b1/0/0/00059501901.jpg,ACETONA REMOVEDOR DE ESMALTES BEIRA ALTA 90ML - CX COM 24 UN - PERFUMARIA |  Comercial Souza Atacado,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896213306076.webp,19370,800,800,2026-07-06T21:05:58
49,ACETONA REMOVEDOR FARMAX 100ML SOL,7896902209114,2.88,2.89,2.93,2.95,REVISAR_FONTE_EXTERNA,PENDENTE,Imagem veio de fonte externa (world.openbeautyfacts.org); revisar uso e correspondencia.,world.openbeautyfacts.org,https://world.openbeautyfacts.org/product/7896902209114,https://images.openbeautyfacts.org/images/products/789/690/220/9114/front_en.3.400.jpg,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902209114.webp,9396,400,215,2026-07-06T18:35:04
50,ACETONA REMOVEDOR FARMAX 500ML SOL,7896902209138,12.29,12.35,12.5,12.58,OK_DESTRO,OK_AUTO,Imagem encontrada na Destro com boa correspondencia de nome.,destromacro.com.br,https://www.destromacro.com.br/produto/removedor-de-esmaltes-acetona-farmax-500ml-80032,https://destro.fbitsstatic.net/img/p/removedor-de-esmaltes-acetona-farmax-500ml-80032/266587-1.jpg?w=900&h=900&v=202501231555&qs=ignore,Removedor de Esmaltes Acetona Farmax 500ml,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902209138.webp,16782,900,900,2026-07-06T18:35:24
